0.9236111111111112,0.9298611111111111,0.9208333333333333,0.9152777777777777,0.9194444444444444,0.9284722222222223,0.9319444444444445,0.9243055555555556,0.9201388888888888,0.9236111111111112,0.93125,0.9222222222222223,0.9152777777777777,0.9125,0.9263888888888889,0.9270833333333334,0.9402777777777778,0.925,0.9215277777777777,0.9201388888888888
0.9239583333333335
