Best_Fitness,Generations_Count,Converged_Count
27,100,0
27,100,0
28,100,17
27,100,0
28,100,1
27,100,0
27,100,0
27,100,0
28,100,15
27,100,0
28,100,3
28,100,7
28,100,18
27,100,0
27,100,0
28,100,19
28,100,1
28,100,13
27,100,0
27,100,0
27,100,0
28,100,4
27,100,0
27,100,0
28,100,1
28,100,3
27,100,0
27,100,0
27,100,0
28,100,6
