Best_Fitness,Generations_Count,Converged_Count
6,100,0
6,100,0
6,100,0
6,100,0
6,100,0
8,100,1
5,100,0
8,100,1
6,100,0
6,100,0
6,100,0
6,100,0
6,100,0
6,100,0
6,100,0
6,100,0
8,100,1
8,100,1
6,100,0
8,100,1
6,100,0
6,100,0
6,100,0
6,100,0
6,100,0
6,100,0
6,100,0
6,100,0
6,100,0
6,100,0
