Best_Fitness,Generations_Count,Converged_Count
28,100,4
28,100,14
28,100,1
28,100,9
28,100,2
28,100,2
28,100,1
28,100,2
28,100,5
27,100,0
28,100,3
28,100,2
28,100,11
28,100,6
27,100,0
28,100,13
28,100,9
28,100,4
27,100,0
28,100,14
28,100,14
28,100,9
28,100,1
28,100,2
28,100,1
27,100,0
28,100,1
28,100,2
28,100,1
27,100,0
