Best_Fitness,Generations_Count,Converged_Count
27,100,0
28,100,4
27,100,0
27,100,0
27,100,0
27,100,0
27,100,0
28,100,1
27,100,0
27,100,0
27,100,0
27,100,0
27,100,0
28,100,1
28,100,1
28,100,1
28,100,1
27,100,0
27,100,0
27,100,0
28,100,1
28,100,1
28,100,1
27,100,0
28,100,1
27,100,0
27,100,0
28,100,1
27,100,0
27,100,0
