26,25,24,24,24,24,24,24,23,22,22,22,21,21,21,20,20,19,18,17
26,25,24,24,24,24,24,24,24,23,23,22,22,22,22,21,21,20,20,19
26,25,24,24,24,24,24,24,24,23,23,22,22,22,22,21,21,21,20,20
26,26,25,24,24,24,24,24,23,23,22,22,22,22,22,21,21,21,20,20
26,26,25,25,24,24,24,24,24,24,23,22,22,22,22,22,21,21,20,20
25,25,25,24,24,24,24,24,24,23,22,22,22,22,22,22,21,21,21,21
25,25,25,25,25,24,24,24,24,23,23,22,22,22,22,22,22,22,21,21
25,25,25,25,25,24,24,24,24,23,23,23,22,22,22,22,22,22,22,22
25,25,25,25,25,24,24,24,24,23,23,23,22,22,22,22,22,22,22,22
25,25,25,25,25,25,25,24,24,24,24,23,23,23,22,22,22,22,22,22
25,25,25,25,25,25,25,25,25,24,24,24,24,23,23,23,22,22,22,22
26,25,25,25,25,25,25,25,25,25,25,24,24,24,24,23,23,23,22,22
26,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,23,23,23
25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,23,23
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24
26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24
26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24
26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24
26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
27,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25
27,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
27,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
27,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25
27,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25
28,27,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25
28,27,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25
28,27,27,27,27,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25
28,27,27,27,27,27,26,26,26,26,26,26,26,25,25,25,25,25,25,25
28,27,27,27,27,27,26,26,26,26,26,26,25,25,25,25,25,25,25,24
28,27,27,27,27,27,26,26,26,26,26,26,26,26,25,25,25,25,25,25
28,27,27,27,27,27,27,27,26,26,26,26,26,26,25,25,25,25,25,25
28,27,27,27,27,27,27,26,26,26,26,25,25,25,25,25,25,25,25,25
28,27,27,27,27,27,27,26,26,26,26,26,25,25,25,25,25,25,25,25
28,27,27,27,27,27,27,26,26,26,26,26,26,26,25,25,25,25,25,25
28,27,27,27,27,27,27,26,26,26,26,26,26,25,25,25,25,25,25,25
28,27,27,27,27,27,26,26,26,26,26,26,25,25,25,25,25,25,25,25
28,27,27,27,27,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25
28,27,27,27,27,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25
28,27,27,27,27,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25
28,27,27,27,27,27,27,26,26,26,26,26,26,26,25,25,25,25,25,25
28,27,27,27,27,26,26,26,26,26,26,25,25,25,25,25,25,25,25,24
27,27,27,27,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25
27,27,27,27,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,23
27,27,27,27,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25
27,27,27,27,27,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25
27,27,27,27,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25
27,27,27,27,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25
27,27,27,27,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25
27,27,27,27,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25
