Best_Fitness,Generations_Count,Converged_Count
27,100,0
27,100,0
28,100,1
28,100,2
28,100,4
28,100,10
28,100,1
28,100,1
27,100,0
27,100,0
28,100,20
28,100,16
26,100,0
27,100,0
27,100,0
27,100,0
27,100,0
27,100,0
26,100,0
27,100,0
27,100,0
27,100,0
28,100,3
27,100,0
27,100,0
27,100,0
27,100,0
28,100,3
27,100,0
27,100,0
